episode,alpha
1,0.8000000000000002
2,0.7999999999999997
3,0.7999999999999999
4,0.7188471177944862
5,0.8
6,0.6589478458049888
7,0.4043880722452152
8,0.6126060606060606
9,0.8
10,0.4484988910959381
11,0.7594594594594593
12,0.4663141869024222
13,0.33583775211533606
14,0.291148037307682
15,0.6981755050505052
16,0.8
17,0.8
18,0.3003707103255976
19,0.3119047619047619
20,0.11203057564261579
21,0.19975288904566704
22,0.31947566623932183
23,0.04457746381645594
24,0.05758140167650329
25,0.04428175359145409
26,0.01922687785112499
27,0.02815715556844111
28,0.03648234036050001
29,0.04794374995102787
30,0.8
31,0.10853882415561374
32,0.02547901039449314
33,0.03834763102109735
34,0.04597579474261288
35,0.024786913967043477
36,0.01538393782288553
37,0.017796396885259545
38,0.01885386938428494
39,0.01901653656560109
40,0.012362287023700357
41,0.03026228157807105
42,0.022999380894809473
43,0.07863577863577864
44,0.007410416411758846
45,0.008984950433990866
46,0.010729826357085893
47,0.01139448663952695
48,0.011409194793750573
49,0.06666666666666667
50,0.007562296916227152
51,0.026575065425491814
52,0.005848309697836531
53,0.005523390480012825
54,0.0064524765934657535
55,0.00465067192287722
56,0.007704143701712672
57,0.006340305530220274
58,0.011557254948440863
59,0.006216596289000781
60,0.010329963034122756
61,0.028571428571428574
62,0.005234883700373522
63,0.006201351574567202
64,0.005598405998299978
65,0.025806451612903226
66,0.006184700138765903
67,0.00738096765858635
68,0.010935599671797183
69,0.005032630152288151
70,0.01140496424754716
71,0.005344290384503109
72,0.0035442207649038974
73,0.0031812868763212167
74,0.01764355448565975
75,0.004510069308049973
76,0.0037948426394873586
77,0.006477275427330719
78,0.004462806789364653
79,0.004463768214241114
80,0.003330107731187881
81,0.0033878455083563228
82,0.003552740218056516
83,0.003398105981145025
84,0.003991585323289247
85,0.0030194789825912097
86,0.00908522840090169
87,0.002765921225719616
88,0.0025648463987151993
89,0.004615020557827981
90,0.006472185614027811
91,0.002294135857630608
92,0.0021656578943429457
93,0.003651032423759541
94,0.002858230934891813
95,0.0037258135962904898
96,0.0020987094117478466
97,0.0022181668259503673
98,0.002403079499828103
99,0.002694574980865392
100,0.004175356349273828
101,0.0027760977888785397
102,0.002809944020280671
103,0.002320956884160753
104,0.002026325784868015
105,0.002139054608474387
106,0.0022047169213019703
107,0.003019966253001287
108,0.003402032746801608
109,0.0020192206587173874
110,0.0018905645880340223
111,0.004031972663385163
112,0.0023405781912208454
113,0.0016916788721863401
114,0.0073772959951821735
115,0.007302291204730229
116,0.0023649120252670123
117,0.0017106940593936753
118,0.004433720011571066
119,0.001632761138896167
120,0.0018031867469064692
121,0.003027013692570097
122,0.0020052854657062625
123,0.006779661016949153
124,0.0032406232191277487
125,0.0028812816777790393
126,0.0018553508054261264
127,0.001756519340993524
128,0.0019594209873329983
129,0.0014803451631801943
130,0.0018774040402736686
131,0.0018604250817072932
132,0.0036352584395663804
133,0.00273237324034899
134,0.0031882755979039433
135,0.001347454429047492
136,0.002058409468601696
137,0.0016310965948416727
138,0.002119568935602166
139,0.0018947677649162917
140,0.0038752485768890517
141,0.0018017117035968356
142,0.001624642473548673
143,0.0017406545326074413
144,0.0014776438127019733
145,0.0016066065852426226
146,0.0057553956834532375
147,0.001750149702190189
148,0.0012849847613684861
149,0.0036125760052321807
150,0.001609600193799086
151,0.0033568588841554775
152,0.0017272511588715227
153,0.001330719304764531
154,0.003497304902224162
155,0.004841325706756792
156,0.002576760629043501
157,0.0019257023641012492
158,0.001454033051733106
159,0.0017137202226253192
160,0.001315540730427133
161,0.0012409156862764079
162,0.0015299124998862086
163,0.0035470899456288515
164,0.006299212598425198
165,0.0013628797542246877
166,0.0012112637183843559
167,0.001267709908549056
168,0.0018865272505960086
169,0.0010875884182177406
170,0.001189679797318773
171,0.002956788815374674
172,0.001726748755131474
173,0.0020606505128352545
174,0.0014426243787752945
175,0.001168220308815483
176,0.002177310221848987
177,0.0017212327592377452
178,0.0021064012313939855
179,0.0011529384809983465
180,0.0024599909346255636
181,0.0013305695756951853
182,0.0026374286199039904
183,0.0011086480052269244
184,0.003001417748928591
185,0.0011073280590397881
186,0.0015959742807283245
187,0.0010853403484480959
188,0.001241178532372305
189,0.002124557498802027
190,0.0011079320862820996
191,0.0014836797927415245
192,0.0011568489918534481
193,0.001190659398661687
194,0.0019920861287473133
195,0.0010565173543037086
196,0.004347826086956522
197,0.003558893881474527
198,0.005369127516778524
199,0.0013229952633418214
200,0.00210380633967839
201,0.0037107053023655457
202,0.0009974289091476908
203,0.0014412515510050393
204,0.0010505420623290402
205,0.0010513176794511947
206,0.0011059026308077877
207,0.004819277108433735
208,0.0030544115013686015
209,0.0009200488313008905
210,0.0019839087556630945
211,0.0020348178427006306
212,0.001044059992622496
213,0.0030005941770647653
214,0.001371885703927641
215,0.0015038092372699583
216,0.0009670331151480844
217,0.0015265643541262665
218,0.0024355484500915817
219,0.0008699655703327507
220,0.0017724569542126752
221,0.0016528786190549486
222,0.0016590466921134056
223,0.0009847659348629048
224,0.0011661574432311912
225,0.0011958563954103307
226,0.002631114052044746
227,0.0012237589551820217
228,0.0022117933275489546
229,0.0011984051391259198
230,0.0009599557134408879
231,0.002313153175493071
232,0.0013785991765243558
233,0.000984522941100434
234,0.003524229074889868
235,0.0009956811823788572
236,0.0026115497508944286
237,0.001151465653768566
238,0.0010254787364679843
239,0.0009483371839313756
240,0.003418803418803419
241,0.0017919637812749294
242,0.0009503752934354945
243,0.0010060909616213226
244,0.0012291526716009487
245,0.0021532007410767547
246,0.0010289271977341602
247,0.002483968542044767
248,0.0008165243784044855
249,0.0007725768486214976
250,0.0008933743152559405
251,0.0017897271133268736
252,0.0012490158416186576
253,0.0012536654071469595
254,0.0008234902110762611
255,0.0008513339942862492
256,0.0007793789638739625
257,0.0009195504073462486
258,0.0018282274234799993
259,0.0007293960756862208
260,0.0007535895042142138
261,0.0007405552371257902
262,0.0012518177425776024
263,0.0011682007827472324
264,0.0007945517284476222
265,0.0007758701797036662
266,0.0015078754409095273
267,0.0007345941402957016
268,0.003018867924528302
269,0.0007977367189100959
270,0.0023560954960780887
271,0.0015244764648537413
272,0.000998650180433179
273,0.0022154264356099218
274,0.0010052688022400746
275,0.0029304029304029304
276,0.0017709695257525312
277,0.000978179887454858
278,0.0007966062298993503
279,0.001045342084273994
280,0.0015383187823470054
281,0.0013859708018316786
282,0.002369114022025357
283,0.0008862888839137889
284,0.0011861367205280014
285,0.0008009401347872783
286,0.0015275905314273996
287,0.00079512627502455
288,0.0007241925568212541
289,0.0024034170597985465
290,0.0023953803379197264
291,0.0013418800120446658
292,0.003149606299212599
293,0.0007900554660069222
294,0.0009862386764122079
295,0.0013417593639330964
296,0.0007112774432151794
297,0.0014746943580256063
298,0.0007138132124527425
299,0.0025711292688036873
300,0.0016230917099186184
301,0.0010754486618729778
302,0.0009500840590084279
303,0.0012012259154818576
304,0.001498186377943208
305,0.0009071452760148612
306,0.000887827097016496
307,0.0009168285321626562
308,0.0011502032664218445
309,0.0006652226518705559
310,0.000884302330135418
311,0.0006679586190164422
312,0.0006829525906918954
313,0.0007283053594179236
314,0.0006263547876452882
315,0.0020438192146110916
316,0.0006878371912440414
317,0.0008491602639930572
318,0.000749108272505743
319,0.0006524887290743244
320,0.0009118275347654985
321,0.0011052213622185537
322,0.0021673706269054256
323,0.0008914321543570635
324,0.0006020224968044434
325,0.0008383648098521571
326,0.0005568277392733286
327,0.0007899810607413694
328,0.0018858051203064683
329,0.0006531697171457906
330,0.000676173487149881
331,0.0007433777292593994
332,0.0007367812909573454
333,0.0016587146238541566
334,0.0006609550158468982
335,0.001469644133072982
336,0.0009312677748186094
337,0.0006696855502635953
338,0.0005847249406878503
339,0.001171845479791806
340,0.0006766827944345744
341,0.0009172608885046024
342,0.0006778836112625452
343,0.0009720164652088522
344,0.000705041410573278
345,0.0026058631921824105
346,0.0013622778954055998
347,0.0006640863970538993
348,0.0007769875511863197
349,0.0007988210530999445
350,0.0014696265408516123
351,0.0008012390469011678
352,0.0007560766473358104
353,0.0005752573322672386
354,0.0006653872698303698
355,0.0012549916909107245
