episode,alpha
1,0.09999999999999996
2,0.09999999999999999
3,0.09999999999999999
4,0.1
5,0.1
6,0.09999999999999999
7,0.1
8,0.09999999999999999
9,0.1
10,0.04999999999999999
11,0.03333333333333333
12,0.025
13,0.019999999999999997
14,0.016666666666666666
15,0.014285714285714287
16,0.012499999999999999
17,0.011111111111111112
18,0.01
19,0.009090909090909092
20,0.008333333333333331
21,0.007692307692307692
22,0.0071428571428571435
23,0.006666666666666666
24,0.00625
25,0.005882352941176471
26,0.005555555555555556
27,0.005263157894736842
28,0.005
29,0.004761904761904761
30,0.004545454545454546
31,0.004347826086956522
32,0.004166666666666668
33,0.004000000000000002
34,0.003846153846153846
35,0.003703703703703704
36,0.003571428571428572
37,0.0034482758620689663
38,0.003333333333333335
39,0.003225806451612904
40,0.003125
41,0.0030303030303030303
42,0.002941176470588236
43,0.002857142857142857
44,0.002777777777777778
45,0.002702702702702703
46,0.002631578947368422
47,0.0025641025641025637
48,0.0025
49,0.0024390243902439024
50,0.0023809523809523807
51,0.002325581395348837
52,0.002272727272727273
53,0.0022222222222222222
54,0.002173913043478261
55,0.002127659574468085
56,0.002083333333333333
57,0.0020408163265306124
58,0.002000000000000001
59,0.00196078431372549
60,0.001923076923076923
61,0.0018867924528301887
62,0.0018518518518518515
63,0.0018181818181818188
64,0.0017857142857142859
65,0.0017543859649122814
66,0.001724137931034483
67,0.0016949152542372887
68,0.0016666666666666668
69,0.001639344262295082
70,0.001612903225806452
71,0.0015873015873015873
72,0.0015624999999999999
73,0.0015384615384615391
74,0.0015151515151515152
75,0.0014925373134328358
76,0.0014705882352941174
77,0.0014492753623188406
78,0.001428571428571429
79,0.0014084507042253522
80,0.0013888888888888887
81,0.0013698630136986301
82,0.0013513513513513514
83,0.001333333333333334
84,0.00131578947368421
85,0.0012987012987012987
86,0.0012820512820512823
87,0.0012658227848101266
88,0.00125
89,0.0012345679012345679
90,0.0012195121951219512
91,0.0012048192771084338
92,0.0011904761904761904
93,0.0011764705882352942
94,0.0011627906976744186
95,0.0011494252873563218
96,0.0011363636363636365
97,0.0011235955056179776
98,0.0011111111111111111
99,0.0010989010989010993
100,0.0010869565217391304
101,0.0010752688172043013
102,0.0010638297872340426
103,0.0010526315789473686
104,0.0010416666666666667
105,0.0010309278350515468
106,0.0010204081632653062
107,0.0010101010101010103
108,0.001
109,0.0009900990099009903
110,0.000980392156862745
111,0.0009708737864077672
112,0.0009615384615384614
113,0.0009523809523809528
114,0.0009433962264150943
115,0.0009345794392523364
116,0.0009259259259259261
117,0.0009174311926605505
118,0.0009090909090909091
119,0.0009009009009009009
120,0.000892857142857143
121,0.0008849557522123895
122,0.0008771929824561402
123,0.0008695652173913042
124,0.0008620689655172416
125,0.0008547008547008548
126,0.0008474576271186444
127,0.0008403361344537818
128,0.0008333333333333335
129,0.0008264462809917355
130,0.000819672131147541
131,0.0008130081300813007
132,0.0008064516129032261
133,0.0007999999999999998
134,0.0007936507936507938
135,0.0007874015748031497
136,0.00078125
137,0.0007751937984496125
138,0.0007692307692307693
139,0.0007633587786259542
140,0.0007575757575757577
141,0.0007518796992481203
142,0.0007462686567164176
143,0.0007407407407407407
144,0.0007352941176470585
145,0.0007299270072992701
146,0.0007246376811594203
147,0.0007194244604316547
148,0.0007142857142857143
149,0.0007092198581560283
150,0.0007042253521126762
151,0.0006993006993006995
152,0.0006944444444444446
153,0.0006896551724137929
154,0.0006849315068493151
155,0.0006802721088435376
156,0.0006756756756756757
157,0.0006711409395973157
158,0.0006666666666666668
159,0.000662251655629139
160,0.0006578947368421052
161,0.00065359477124183
162,0.0006493506493506495
163,0.0006451612903225802
164,0.0006410256410256411
165,0.0006369426751592356
166,0.0006329113924050634
167,0.000628930817610063
168,0.000625
169,0.0006211180124223603
170,0.0006172839506172839
171,0.0006134969325153376
172,0.0006097560975609755
173,0.0006060606060606058
174,0.000602409638554217
175,0.0005988023952095809
176,0.0005952380952380953
177,0.0005917159763313611
178,0.0005882352941176471
179,0.0005847953216374269
180,0.0005813953488372093
181,0.0005780346820809249
182,0.0005747126436781609
183,0.0005714285714285716
184,0.0005681818181818183
185,0.0005649717514124295
186,0.0005617977528089888
187,0.0005586592178770951
188,0.0005555555555555556
189,0.0005524861878453039
190,0.0005494505494505496
191,0.000546448087431694
192,0.0005434782608695652
193,0.0005405405405405408
194,0.0005376344086021505
195,0.0005347593582887701
196,0.0005319148936170213
197,0.0005291005291005294
198,0.0005263157894736842
199,0.0005235602094240838
200,0.0005208333333333334
201,0.0005181347150259067
202,0.0005154639175257731
203,0.0005128205128205128
204,0.0005102040816326531
205,0.0005076142131979697
206,0.0005050505050505049
207,0.0005025125628140705
208,0.0005
209,0.0004975124378109455
210,0.0004950495049504951
211,0.0004926108374384236
212,0.0004901960784313725
213,0.00048780487804878054
214,0.00048543689320388353
215,0.00048309178743961357
216,0.0004807692307692308
217,0.0004784688995215311
218,0.0004761904761904764
219,0.00047393364928909954
220,0.0004716981132075472
221,0.0004694835680751174
222,0.00046728971962616824
223,0.0004651162790697674
224,0.00046296296296296287
225,0.00046082949308755744
226,0.00045871559633027525
227,0.0004566210045662102
228,0.00045454545454545476
229,0.0004524886877828055
230,0.00045045045045045046
231,0.00044843049327354266
232,0.00044642857142857147
233,0.0004444444444444445
234,0.00044247787610619474
235,0.0004405286343612334
236,0.00043859649122807013
237,0.00043668122270742354
238,0.00043478260869565214
239,0.00043290043290043274
240,0.0004310344827586207
241,0.0004291845493562233
242,0.0004273504273504274
243,0.0004255319148936171
244,0.00042372881355932213
245,0.00042194092827004226
246,0.0004201680672268908
247,0.0004184100418410042
248,0.0004166666666666667
249,0.00041493775933609974
250,0.0004132231404958679
251,0.00041152263374485596
252,0.0004098360655737705
253,0.0004081632653061224
254,0.00040650406504065024
255,0.00040485829959514174
256,0.0004032258064516128
257,0.0004016064257028113
258,0.0003999999999999999
259,0.00039840637450199194
260,0.0003968253968253969
261,0.0003952569169960474
262,0.00039370078740157485
263,0.0003921568627450981
264,0.00039062499999999986
265,0.0003891050583657589
266,0.0003875968992248062
267,0.0003861003861003861
268,0.0003846153846153846
269,0.0003831417624521073
270,0.0003816793893129771
271,0.00038022813688212936
272,0.0003787878787878788
273,0.00037735849056603777
274,0.00037593984962406017
275,0.0003745318352059925
276,0.000373134328358209
277,0.0003717472118959109
278,0.00037037037037037035
279,0.0003690036900369004
280,0.0003676470588235293
281,0.0003663003663003663
282,0.0003649635036496352
283,0.00036363636363636367
284,0.00036231884057971026
285,0.0003610108303249098
286,0.00035971223021582735
287,0.0003584229390681002
288,0.00035714285714285703
289,0.00035587188612099647
290,0.0003546099290780142
291,0.0003533568904593641
292,0.00035211267605633805
293,0.00035087719298245617
294,0.0003496503496503497
295,0.00034843205574912887
296,0.00034722222222222207
297,0.00034602076124567473
298,0.0003448275862068966
299,0.0003436426116838488
300,0.00034246575342465743
301,0.0003412969283276451
302,0.00034013605442176874
303,0.00033898305084745765
304,0.00033783783783783786
305,0.0003367003367003367
306,0.00033557046979865775
307,0.0003344481605351171
308,0.00033333333333333327
309,0.0003322259136212624
310,0.00033112582781456954
311,0.00033003300330033015
312,0.0003289473684210527
313,0.0003278688524590163
314,0.00032679738562091506
315,0.0003257328990228013
316,0.00032467532467532473
317,0.0003236245954692557
318,0.0003225806451612902
319,0.0003215434083601287
320,0.00032051282051282046
321,0.00031948881789137376
322,0.0003184713375796178
323,0.00031746031746031746
324,0.0003164556962025317
325,0.0003154574132492113
326,0.00031446540880503143
327,0.00031347962382445143
328,0.0003125
329,0.000311526479750779
330,0.00031055900621118014
331,0.00030959752321981426
332,0.00030864197530864197
333,0.0003076923076923077
334,0.00030674846625766873
335,0.00030581039755351696
336,0.0003048780487804878
337,0.00030395136778115504
338,0.00030303030303030303
339,0.00030211480362537764
340,0.00030120481927710846
341,0.00030030030030030023
342,0.0002994011976047904
343,0.00029850746268656717
344,0.00029761904761904754
345,0.00029673590504451043
346,0.0002958579881656805
347,0.0002949852507374631
348,0.00029411764705882356
349,0.00029325513196480944
350,0.00029239766081871335
351,0.00029154518950437323
352,0.0002906976744186046
353,0.0002898550724637681
354,0.00028901734104046245
355,0.0002881844380403459
356,0.00028735632183908046
357,0.00028653295128939826
358,0.00028571428571428574
359,0.00028490028490028494
360,0.00028409090909090913
361,0.00028328611898017
362,0.0002824858757062147
363,0.0002816901408450705
364,0.0002808988764044944
365,0.00028011204481792715
366,0.0002793296089385475
367,0.0002785515320334262
368,0.0002777777777777778
369,0.0002770083102493075
370,0.00027624309392265195
371,0.0002754820936639119
372,0.00027472527472527467
373,0.000273972602739726
374,0.0002732240437158469
375,0.00027247956403269767
376,0.00027173913043478256
377,0.00027100271002710027
378,0.0002702702702702702
379,0.0002695417789757413
380,0.0002688172043010753
381,0.00026809651474530834
382,0.00026737967914438503
383,0.00026666666666666673
384,0.00026595744680851064
385,0.00026525198938992045
386,0.00026455026455026457
387,0.0002638522427440633
388,0.0002631578947368421
389,0.00026246719160104987
390,0.0002617801047120419
391,0.00026109660574412526
392,0.0002604166666666666
393,0.0002597402597402598
394,0.00025906735751295336
395,0.00025839793281653745
396,0.0002577319587628866
397,0.0002570694087403599
398,0.0002564102564102564
399,0.00025575447570332484
400,0.00025510204081632655
401,0.00025445292620865134
402,0.0002538071065989848
403,0.00025316455696202533
404,0.00025252525252525247
405,0.00025188916876574307
406,0.00025125628140703526
407,0.0002506265664160401
408,0.00025
409,0.0002493765586034914
410,0.0002487562189054727
411,0.0002481389578163771
412,0.00024752475247524764
413,0.00024691358024691364
414,0.0002463054187192118
415,0.0002457002457002457
416,0.0002450980392156862
417,0.0002444987775061125
418,0.0002439024390243903
419,0.00024330900243308998
420,0.0002427184466019418
421,0.00024213075060532685
422,0.00024154589371980678
423,0.00024096385542168676
424,0.00024038461538461537
425,0.00023980815347721818
426,0.00023923444976076556
427,0.0002386634844868735
428,0.0002380952380952382
429,0.00023752969121140145
430,0.00023696682464454977
431,0.00023640661938534275
432,0.0002358490566037736
433,0.00023529411764705883
434,0.00023474178403755865
435,0.00023419203747072591
436,0.00023364485981308412
437,0.0002331002331002332
438,0.00023255813953488373
439,0.00023201856148491877
440,0.0002314814814814815
441,0.00023094688221709012
442,0.00023041474654377888
443,0.00022988505747126439
444,0.00022935779816513763
445,0.0002288329519450801
