episode,alpha
1,0.09999999999999999
2,0.1
3,0.10000000000000002
4,0.10000000000000002
5,0.10000000000000002
6,0.09999999999999995
7,0.1
8,0.10000000000000002
9,0.10000000000000003
10,0.05
11,0.03333333333333333
12,0.024999999999999998
13,0.02
14,0.016666666666666666
15,0.014285714285714289
16,0.012500000000000004
17,0.01111111111111111
18,0.01
19,0.009090909090909092
20,0.008333333333333331
21,0.007692307692307693
22,0.007142857142857142
23,0.00666666666666667
24,0.00625
25,0.0058823529411764705
26,0.005555555555555556
27,0.005263157894736842
28,0.005000000000000001
29,0.0047619047619047615
30,0.004545454545454546
31,0.004347826086956522
32,0.004166666666666667
33,0.004
34,0.003846153846153846
35,0.0037037037037037025
36,0.0035714285714285713
37,0.0034482758620689668
38,0.003333333333333333
39,0.003225806451612904
40,0.0031249999999999997
41,0.00303030303030303
42,0.0029411764705882353
43,0.002857142857142857
44,0.002777777777777778
45,0.002702702702702703
46,0.0026315789473684214
47,0.0025641025641025637
48,0.0025
49,0.0024390243902439024
50,0.0023809523809523803
51,0.0023255813953488367
52,0.002272727272727273
53,0.002222222222222222
54,0.002173913043478261
55,0.002127659574468086
56,0.0020833333333333333
57,0.0020408163265306124
58,0.0020000000000000005
59,0.00196078431372549
60,0.0019230769230769232
61,0.0018867924528301887
62,0.0018518518518518513
63,0.001818181818181818
64,0.001785714285714286
65,0.0017543859649122807
66,0.0017241379310344832
67,0.0016949152542372883
68,0.0016666666666666666
69,0.0016393442622950824
70,0.001612903225806451
71,0.0015873015873015873
72,0.0015625
73,0.0015384615384615387
74,0.0015151515151515154
75,0.001492537313432836
76,0.001470588235294118
77,0.0014492753623188406
78,0.0014285714285714286
79,0.0014084507042253526
80,0.0013888888888888892
81,0.0013698630136986301
82,0.0013513513513513514
83,0.0013333333333333333
84,0.0013157894736842107
85,0.001298701298701299
86,0.001282051282051282
87,0.0012658227848101266
88,0.0012500000000000002
89,0.0012345679012345677
90,0.001219512195121951
91,0.0012048192771084338
92,0.0011904761904761906
93,0.0011764705882352942
94,0.0011627906976744184
95,0.0011494252873563218
96,0.0011363636363636363
97,0.0011235955056179776
98,0.0011111111111111111
99,0.001098901098901099
100,0.0010869565217391304
101,0.0010752688172043013
102,0.0010638297872340426
103,0.0010526315789473684
104,0.0010416666666666667
105,0.0010309278350515462
106,0.001020408163265306
107,0.0010101010101010099
108,0.0010000000000000002
109,0.0009900990099009903
110,0.000980392156862745
111,0.0009708737864077671
112,0.000961538461538461
113,0.0009523809523809528
114,0.0009433962264150943
115,0.0009345794392523365
116,0.0009259259259259256
117,0.0009174311926605505
118,0.0009090909090909091
119,0.0009009009009009009
120,0.000892857142857143
121,0.0008849557522123898
122,0.0008771929824561406
123,0.0008695652173913044
124,0.0008620689655172416
125,0.0008547008547008547
126,0.0008474576271186444
127,0.0008403361344537818
128,0.0008333333333333334
129,0.0008264462809917356
130,0.0008196721311475409
131,0.0008130081300813008
132,0.0008064516129032258
133,0.0008000000000000003
134,0.0007936507936507938
135,0.0007874015748031497
136,0.0007812500000000002
137,0.0007751937984496124
138,0.0007692307692307693
139,0.0007633587786259542
140,0.0007575757575757576
141,0.0007518796992481201
142,0.0007462686567164179
143,0.0007407407407407407
144,0.0007352941176470588
145,0.0007299270072992701
146,0.0007246376811594203
147,0.0007194244604316547
148,0.0007142857142857143
149,0.0007092198581560284
150,0.0007042253521126761
151,0.0006993006993006993
152,0.0006944444444444443
153,0.000689655172413793
154,0.0006849315068493151
155,0.0006802721088435376
156,0.0006756756756756754
157,0.0006711409395973155
158,0.0006666666666666671
159,0.0006622516556291391
160,0.0006578947368421055
161,0.0006535947712418299
162,0.0006493506493506494
163,0.0006451612903225808
164,0.0006410256410256408
165,0.0006369426751592356
166,0.0006329113924050633
167,0.000628930817610063
168,0.000625
169,0.0006211180124223602
170,0.000617283950617284
171,0.0006134969325153376
172,0.0006097560975609756
173,0.0006060606060606061
174,0.0006024096385542169
175,0.0005988023952095808
176,0.0005952380952380953
177,0.0005917159763313608
178,0.0005882352941176471
179,0.0005847953216374267
180,0.0005813953488372091
181,0.0005780346820809248
182,0.0005747126436781609
183,0.0005714285714285716
184,0.0005681818181818183
185,0.0005649717514124295
186,0.0005617977528089889
187,0.000558659217877095
188,0.0005555555555555556
189,0.0005524861878453039
190,0.0005494505494505495
191,0.000546448087431694
192,0.0005434782608695652
193,0.0005405405405405405
194,0.0005376344086021505
195,0.0005347593582887701
196,0.0005319148936170214
197,0.000529100529100529
198,0.0005263157894736843
199,0.0005235602094240838
200,0.0005208333333333333
201,0.0005181347150259066
202,0.0005154639175257732
203,0.0005128205128205127
204,0.0005102040816326531
205,0.0005076142131979697
206,0.000505050505050505
207,0.0005025125628140705
208,0.0005000000000000002
209,0.0004975124378109454
210,0.0004950495049504951
211,0.0004926108374384236
212,0.0004901960784313725
