episode,alpha
1,0.5
2,0.33333333333333337
3,0.2683615819209039
4,0.25
5,0.23125
6,0.20000000000000004
7,0.25
8,0.1723905723905724
9,0.1645021645021645
10,0.14116795366795365
11,0.14285714285714285
12,0.11944444444444444
13,0.12603255587949463
14,0.11060985797827903
15,0.1
16,0.09871794871794871
17,0.08636363636363638
18,0.0887843365784542
19,0.08224456969844422
20,0.07776554154506908
21,0.07327801827801826
22,0.06792609351432881
23,0.06144957983193276
24,0.06446683122721183
25,0.05484976809840693
26,0.05764219917986688
27,0.05263157894736842
28,0.05559352927773979
29,0.04930630146795561
30,0.04810956904778415
31,0.045893452831473176
32,0.04602152575007724
33,0.04410919256614055
34,0.04238764105557544
35,0.03929131054131054
36,0.046929824561403495
37,0.037924094424094425
38,0.04245848003129555
39,0.039842363755407235
40,0.0426601909977869
41,0.042753623188405795
42,0.03511558683972476
43,0.03751978053631914
44,0.03957875457875458
45,0.03748714674002031
46,0.03513804346814808
47,0.03407705086470967
48,0.03340530440330873
49,0.03260277503337424
50,0.031395997066236185
51,0.03060311367948939
52,0.02938197456401916
53,0.028441300762729334
54,0.030765605362379555
55,0.029785429691361637
56,0.02760091104454441
57,0.02835771043185588
58,0.02646643729639681
59,0.025811036176889846
60,0.026515538106567323
61,0.024122143661821492
62,0.02700711736992211
63,0.02733172216254923
64,0.026180558294379437
65,0.02579974256837666
66,0.024426590851009455
67,0.02359513443906929
68,0.024793230895643052
69,0.02426121341658269
70,0.02367501552001114
71,0.02292219199333824
72,0.023546730709417065
73,0.022367411939226724
74,0.02270268617097984
75,0.02239057239057239
76,0.021332786892123482
77,0.020586430771114266
78,0.02154571000152219
79,0.02113199580283937
80,0.021736718809518798
81,0.020726514905424084
82,0.0204310226857401
83,0.020274584609340833
84,0.01970909580119758
85,0.01932890920631815
86,0.01901688636382514
87,0.02
88,0.020501873020953614
89,0.01967305073645162
90,0.018158226671157705
91,0.019166276504506877
92,0.018832237134247424
93,0.01822558642120895
94,0.018431135639472542
95,0.01737208874685334
96,0.017789946945458684
97,0.01765567908586968
98,0.017120827026185087
99,0.017195630969083248
100,0.016993072012914043
101,0.016755540407171993
102,0.015889641918287026
103,0.016168200293772764
104,0.015640273704789834
105,0.015743932285644618
106,0.01570231102684757
107,0.016096986381232904
108,0.015668171480139548
109,0.015701248551905682
110,0.014976295565390806
111,0.015127237250396795
112,0.015432738447283371
113,0.014769975605716273
114,0.014743744148817739
115,0.014792714219114178
116,0.014215149399799381
117,0.013841862433748936
118,0.014390445090387482
119,0.013864029638677524
120,0.013676317162232653
121,0.013993266165367982
122,0.0135979443569495
123,0.013690350964115552
124,0.013175806152975103
125,0.013625236053438359
126,0.013339598161799375
127,0.01311117378523336
128,0.013095909577226377
129,0.012595072928456493
130,0.013414055080721748
131,0.0123544353921139
132,0.012330826216657908
133,0.012472708931819197
134,0.012434742643039332
135,0.01213235294117647
136,0.012211333787431593
137,0.011657014681045859
138,0.011845334609039387
139,0.012199025247250013
140,0.011836551862060899
141,0.011861502468928399
142,0.011382202221352543
143,0.011723107004001556
144,0.011660064397387442
145,0.01112271671543746
146,0.011308458982877589
147,0.01151515886425826
148,0.011309336581456761
149,0.011586313887437236
150,0.011252342127918166
151,0.011132995440966615
152,0.011152260955991932
153,0.010623205009893062
154,0.011111111111111112
155,0.010733622656372002
156,0.010960632088345584
157,0.010661762159541496
158,0.010752688172043012
159,0.010859391573623907
160,0.011235955056179775
161,0.010566754798299634
162,0.01056884635832004
163,0.010562821668987447
164,0.010323982062612619
165,0.01089362026862027
166,0.010525562506759414
167,0.010599339049839502
168,0.010307124592975189
169,0.009972549615794891
170,0.010101010101010102
171,0.010264745164511159
172,0.010101707286113228
173,0.010068232021668696
174,0.010217508451179776
175,0.00986993525281751
176,0.010101010101010102
177,0.009857399990255864
178,0.00976198008062784
179,0.00995049504950495
180,0.009616273693943597
181,0.009615384615384616
182,0.009686162262898595
183,0.009642576199797215
184,0.009509999849375192
185,0.009460483318821104
186,0.00956959706959707
187,0.009416929454520166
188,0.00929448671432193
189,0.009259259259259259
190,0.009374209846193768
191,0.009211712589069472
192,0.009202125953637168
193,0.009156226906956836
194,0.009146568267328077
195,0.008922427938808725
196,0.008839682879576528
197,0.008856383795393042
198,0.008796931660054961
199,0.008687932001304513
200,0.00864903148689079
201,0.008849557522123894
202,0.008591694667366923
203,0.008444757083098657
204,0.008428989549513764
205,0.008380077920823877
206,0.008520965585552402
207,0.008392537601999556
208,0.00858384910109048
209,0.0084866702117799
210,0.00835837188467609
211,0.008271007734041002
212,0.00808003557895954
213,0.00821935929522054
214,0.008157197966582132
215,0.008314886518605104
216,0.008240174662261467
217,0.007925198741424977
218,0.008069919645904316
219,0.007781369735980999
220,0.008266364715397823
221,0.00814824607791292
222,0.007999494270031406
223,0.007775464451797757
224,0.00788890186597119
225,0.007920824118564233
226,0.007834277125615708
227,0.007748909365685201
228,0.007743666822501903
229,0.007902220027796064
230,0.007735298653161967
231,0.0076259145162728935
232,0.007713403623883654
233,0.007586173355127311
234,0.007568358405498306
235,0.007521901115381207
236,0.007422040264397147
237,0.00726808052081509
238,0.007373765705727263
239,0.0073149328741951404
240,0.00731642539361402
241,0.00721652770581543
242,0.00710205270710888
243,0.007148840379063502
244,0.0072221840762707636
245,0.0071697044471665935
246,0.007247647260342987
247,0.007140650584173733
248,0.006900011019166066
249,0.007121521856780245
250,0.007021779964019909
251,0.006839068331361908
252,0.006873721249799514
253,0.007002867062166003
254,0.006769734109218704
255,0.006896879756468797
256,0.006904054777103343
257,0.006869724739151472
258,0.006826652367043388
259,0.006844314628998268
260,0.006771329687312298
261,0.006993006993006993
262,0.006712636166551322
263,0.006687017254153571
264,0.006619897993266033
265,0.006592499063578249
266,0.006642939491168609
267,0.006649254220566855
268,0.006622516556291391
269,0.006578947368421052
270,0.006561475173117589
271,0.006359189022992205
272,0.006535947712418301
273,0.006477587762649961
274,0.006493506493506494
275,0.006460034554159093
276,0.006445368206484676
277,0.006415589179393673
278,0.006230372771137541
279,0.00640044668707089
280,0.006276740183804138
281,0.006476634223200965
282,0.006280650621115739
283,0.006264902786839592
284,0.006247154308893734
285,0.00626132669935364
286,0.006149429331652597
287,0.0062246126205978336
288,0.006213006779087604
289,0.0059963076576428015
290,0.00616075175390785
291,0.0060937165917569714
292,0.006039077639969096
293,0.006063294335200704
294,0.006055420682461043
295,0.006020776429620729
296,0.005957121416245963
297,0.006006222830732038
298,0.006075530175982338
299,0.006097560975609756
300,0.005873055213437084
301,0.0058588322338191615
302,0.00594779272623584
303,0.005907210242890534
304,0.005917159763313609
305,0.005859489988548195
306,0.005887013180520817
307,0.005743399789280511
308,0.005766398584819007
309,0.005695295630278505
310,0.005677890485582793
311,0.005720219710845222
312,0.00558385404126636
313,0.0058127771196213604
314,0.005714285714285714
315,0.005760061375642895
316,0.005562815372883724
317,0.0055574919636135825
318,0.005700929185301104
319,0.0055974757430373905
320,0.0056445976681208975
321,0.005452718667004382
322,0.005573308578354615
323,0.005515357826398341
324,0.005492931901803359
325,0.005472012119333479
326,0.005455525699312495
327,0.005454696393005386
328,0.005602284853430419
329,0.005323755898998978
330,0.005370463217243264
331,0.005503490271700751
332,0.005411255056625797
333,0.005371311122099044
334,0.005320112695806039
335,0.005320447695047176
